Name	HUCZ	CBTG	FGWY	KPAQ	OEPG	QAJI
JLRD	29	47	1	16	3	4
POBU	35	13	18	24	1	9
ODVQ	96	3	0	0	0	1
ADBZ	89	5	5	0	0	1
OEEI	97	1	1	0	0	1
NZRN	77	17	0	4	1	1
ITMX	74	16	2	0	4	4
MPRO	82	14	0	3	0	1
AGDL	94	4	1	0	0	1
SNJH	91	1	5	1	1	1
OQLN	5	87	6	0	1	1
IZEW	36	61	0	0	1	2
QWUQ	13	77	9	0	0	1
FERN	81	3	0	9	1	6
CMEF	68	23	2	2	4	1
NVDK	7	78	9	0	4	2
ZXNO	55	22	8	8	0	7
XVEZ	85	11	3	0	0	1
IKEB	37	44	0	8	7	4
KVCV	88	8	1	0	2	1
ROYR	85	2	9	1	1	2
ROZJ	61	37	0	0	1	1
PYOU	53	5	33	8	0	1
YBYM	54	38	0	1	3	4
QQOB	36	62	0	0	1	1
SAFD	56	25	0	16	0	3
DWAV	88	10	0	1	0	1
RFAE	28	34	14	14	6	4
DNOO	68	6	5	1	19	1
OUMJ	45	38	12	4	0	1
OVTR	65	20	9	2	0	4
WOTS	76	23	0	0	0	1
NOEU	58	33	8	0	0	1
VIUI	42	18	8	26	4	2
XMWZ	91	2	0	2	2	3
GVAN	43	33	8	3	5	8
CTGZ	77	18	2	2	0	1
IODK	49	47	0	0	1	3
LORY	69	7	5	12	0	7
ZHXF	94	1	4	0	0	1
NYRB	38	6	6	39	8	3
KVJC	34	27	6	30	1	2
SEBA	71	2	21	3	1	2
GDQX	47	19	29	3	0	2
SKEO	81	17	0	1	0	1
QXYL	1	1	54	9	33	2
ANFP	24	59	9	7	0	1
DNJZ	22	53	8	7	5	5
NEID	55	39	1	0	3	2
OUCP	35	16	19	24	0	6
VDDJ	97	2	0	0	0	1
MRRG	10	50	18	0	1	21
QXZI	33	6	4	1	5	51
OOEC	57	17	14	6	1	5
KDEK	88	2	5	3	0	2
AHRO	14	26	12	37	10	1
ENUB	29	67	3	0	0	1
EKCH	72	16	2	0	9	1
WFAS	76	13	6	0	3	2
KZKV	87	10	1	0	0	2
NJVF	56	7	17	8	4	8
JTOC	32	4	25	13	14	12
YMTF	44	13	9	14	14	6
JINH	81	7	6	4	1	1
CQRV	22	27	12	8	9	22
DIRI	44	30	6	10	8	2
HIXP	99	0	0	0	0	1
VCYF	51	30	6	4	6	3
XCGJ	97	0	2	0	0	1
BAWZ	6	25	33	11	9	16
UMQN	39	6	14	17	3	21
JYVB	97	0	2	0	0	1
QXJS	65	32	0	1	0	2
FVAR	71	6	5	9	7	2
BJSD	11	48	3	21	2	15
HABT	15	60	20	4	0	1
ACVS	45	0	1	2	31	21
DSFP	79	8	3	7	2	1
TNTU	61	3	28	6	0	2
AMRH	83	14	2	0	0	1
ZIYR	11	6	78	4	0	1
XRFQ	43	21	27	0	3	6
QFMT	94	4	1	0	0	1
YVWJ	81	10	8	0	0	1
ABKR	86	9	1	3	0	1
DKBH	54	34	6	0	0	6
YGJG	2	12	45	0	5	36
AOVR	64	4	29	2	0	1
YZJV	53	3	24	10	5	5
MQGD	84	10	3	0	0	3
BUBG	16	72	6	1	1	4
HMTY	35	53	8	2	0	2
QDSH	70	14	8	0	2	6
WXSE	9	55	2	29	4	1
ZSUM	30	22	36	3	0	9
VOHL	38	17	22	21	1	1
ITBO	71	3	13	8	1	4
QDJD	87	6	6	0	0	1
JDVK	54	20	11	10	2	3
BLNK	65	6	20	6	0	3
WKZR	99	0	0	0	0	1
SRRU	56	27	7	1	6	3
CYFQ	13	86	0	0	0	1
VFME	44	8	18	0	10	20
WSDE	41	24	10	18	0	7
UHWW	98	1	0	0	0	1
XGHZ	2	55	18	4	19	2
RNFN	40	34	7	10	3	6
QXNU	32	27	39	1	0	1
JYFY	77	18	1	2	1	1
BWRP	72	6	10	7	1	4
VGWH	58	17	1	18	4	2
GCYW	3	17	33	3	9	35
SSTK	17	74	7	0	1	1
UBEH	31	47	4	2	9	7
HBJU	88	11	0	0	0	1
VEVM	16	54	1	22	6	1
MKCZ	47	18	26	2	5	2
NZUG	69	28	1	0	0	2
VXVT	28	5	32	34	0	1
VHWO	23	41	27	6	2	1
NHPA	3	56	9	18	1	13
QPMY	89	0	6	0	4	1
CTDA	50	23	7	18	0	2
WZTG	46	53	0	0	0	1
KVWG	51	34	14	0	0	1
PXKW	90	0	6	2	1	1
PMUC	76	3	11	3	4	3
JKCM	74	21	0	1	1	3
ZVFL	5	63	1	20	0	11
QABS	55	34	0	6	3	2
BIBT	69	4	2	14	4	7
ICEO	67	22	7	2	1	1
TDLD	5	9	9	71	1	5
NRWI	48	6	9	4	29	4
IFDB	35	30	8	20	3	4
WBJJ	2	82	14	0	0	2
EYGY	64	27	7	1	0	1
OZQA	36	35	22	2	2	3
TSUZ	86	4	5	1	3	1
ZEQA	42	14	28	0	2	14
QJOJ	23	62	8	4	2	1
XVRU	59	27	4	1	4	5
SFBY	40	23	32	4	0	1
HNOJ	38	20	15	3	23	1
YJMZ	41	9	26	15	3	6
EEOZ	68	7	17	7	0	1
DRYE	48	20	13	5	2	12
FNLJ	42	25	22	4	5	2
BSUX	43	44	12	0	0	1
VHWI	67	14	9	2	3	5
BTWC	54	6	39	0	0	1
ZVTC	30	18	22	19	2	9
AFGE	20	62	13	2	2	1
IXWA	85	2	12	0	0	1
YZER	90	1	6	2	0	1
XSZP	87	0	2	5	0	6
FWOC	36	60	0	2	0	2
GYZP	13	58	17	6	3	3
BJHC	50	10	36	3	0	1
ZSBV	81	7	1	8	2	1
DVPG	50	11	29	4	0	6
XIPI	99	0	0	0	0	1
TCJI	18	43	2	6	29	2
JKDP	44	20	31	2	2	1
BUWC	36	4	10	1	24	25
HQTR	43	37	5	6	5	4
LUQC	17	26	15	16	0	26
XHWF	44	29	18	2	2	5
GRTH	15	13	1	54	9	8
FRZM	33	2	46	8	7	4
BZQO	79	20	0	0	0	1
QCFF	0	10	28	2	45	15
XDQM	5	38	44	0	9	4
ALYV	49	50	0	0	0	1
SRWU	23	67	4	2	2	2
IZRW	15	25	17	35	2	6
AOXF	76	17	1	0	5	1
UUPF	36	24	29	6	1	4
XDXU	8	61	22	4	0	5
BEHQ	55	30	10	4	0	1
LMXD	52	11	0	22	9	6
CCQH	13	48	37	0	1	1
KGMG	50	15	23	2	8	2
PEGX	54	24	7	4	1	10
LUPR	74	12	0	8	2	4
LUAS	68	5	26	0	0	1
PFZP	46	17	14	10	5	8
JEOC	95	4	0	0	0	1
CSNZ	18	72	9	0	0	1
VWMB	93	1	5	0	0	1
DVIH	29	21	2	33	6	9
UJVF	27	11	34	25	1	2
BPAC	63	9	25	1	1	1
YHGH	12	19	52	5	8	4
HULF	93	3	1	0	2	1
PQPI	51	1	34	12	0	2
BAEB	37	45	12	0	2	4
FMGP	43	54	1	0	0	2
DWRN	66	15	7	3	8	1
AQUF	58	9	2	21	2	8
NGLS	48	42	0	2	5	3
PAEQ	87	3	9	0	0	1
MNJT	66	2	24	5	1	2
PZXA	52	35	8	4	0	1
RLJV	43	23	24	7	0	3
UJTN	27	0	14	34	3	22
YUPJ	94	4	0	0	0	2
VPML	95	4	0	0	0	1
QRCY	99	0	0	0	0	1
TCSW	80	18	1	0	0	1
KIMP	48	49	0	2	0	1
UIKU	23	0	66	6	4	1
BZUS	56	42	0	1	0	1
OYUO	83	3	11	2	0	1
RBEE	79	1	14	5	0	1
XYWR	1	24	2	39	26	8
ISTN	15	75	5	2	2	1
JGNF	94	2	0	0	2	2
TXES	98	1	0	0	0	1
NWYO	52	14	14	10	1	9
EDWH	59	8	4	9	14	6
DSAM	62	31	5	0	1	1
PQTE	21	48	7	0	17	7
AVSF	77	10	3	8	0	2
QLHZ	56	29	12	0	2	1
QBGC	82	4	9	4	0	1
KAYG	4	54	20	2	9	11
AYXO	22	58	15	0	4	1
JPBB	36	2	47	9	5	1
LXAM	56	40	2	1	0	1
CJKT	47	23	5	20	1	4
YBVN	32	50	6	3	2	7
VIQX	49	22	16	0	2	11
MNJZ	2	37	52	6	2	1
LPDQ	88	6	4	1	0	1
EYPG	11	23	44	15	3	4
GFWZ	15	37	10	26	3	9
XYBL	64	23	0	12	0	1
CFLC	9	59	28	1	0	3
QFKC	31	21	41	4	1	2
VMLS	40	11	13	32	3	1
NSHY	22	14	36	16	6	6
CEDF	7	67	8	10	3	5
WUPT	58	0	8	6	12	16
GKUG	79	4	12	1	2	2
USZF	51	36	10	2	0	1
IPKT	35	53	8	1	0	3
IUDH	72	0	20	2	0	6
SVJY	50	34	0	8	7	1
NQHW	94	4	1	0	0	1
AMBZ	55	16	2	10	10	7
PMZY	47	9	25	1	17	1
CKCS	72	22	5	0	0	1
VLVI	75	20	2	2	0	1
CTGZ	84	1	1	5	0	9
YOEC	27	63	8	0	1	1
MIUG	5	34	35	6	18	2
UGTD	53	35	3	4	1	4
RDOA	61	11	20	7	0	1
QTEZ	48	17	11	22	0	2
BWRX	41	34	3	6	2	14
IUAK	76	19	2	0	0	3
ZMSM	51	2	33	13	0	1
TVUK	80	11	3	1	3	2
QUSZ	85	4	1	4	1	5
QGZJ	43	18	0	14	11	14
SPIQ	17	38	2	16	13	14
KXZK	4	49	9	33	1	4
PAQK	34	6	51	0	6	3
OJJL	37	27	5	20	7	4
HAPG	90	4	4	1	0	1
FFEL	17	45	36	0	0	2
VHGG	77	1	16	3	0	3
DYOO	26	28	39	6	0	1
TJCE	58	25	10	4	2	1
NCFV	48	50	0	0	0	2
KAFN	47	21	14	12	4	2
YRYV	59	10	20	2	0	9
GQSQ	62	4	7	6	8	13
UHMP	47	49	0	1	2	1
RFXS	72	25	2	0	0	1
YSNY	17	23	55	4	0	1
QTKC	31	17	0	33	7	12
HJEA	79	2	6	0	12	1
DOXU	80	19	0	0	0	1
XWDF	65	23	2	3	4	3
MOXQ	69	2	15	7	2	5
VXXJ	58	7	10	19	1	5
UVZL	96	0	2	0	1	1
HCSN	77	9	6	7	0	1
BMWV	28	19	35	5	4	9
PNHY	89	9	0	0	1	1
SBPW	92	4	1	0	1	2
OHDN	91	6	2	0	0	1
JYOS	76	15	6	0	1	2
NIFW	8	28	56	5	2	1
VEOH	55	1	37	0	0	7
FCPO	20	52	16	0	6	6
ZAHY	20	62	17	0	0	1
FSFV	62	7	27	3	0	1
SCJN	84	10	3	1	0	2
ZYDO	27	1	56	14	1	1
OWZU	31	53	1	9	2	4
UKMK	68	9	13	8	1	1
DMEQ	32	51	12	4	0	1
UQLF	4	69	13	4	0	10
BYTP	40	11	13	30	0	6
OPHV	96	1	0	1	0	2
MXOF	3	32	62	0	0	3
YPJT	89	3	2	3	2	1
FOBZ	35	31	24	1	3	6
OZRA	14	35	14	0	15	22
MVXL	63	3	6	9	4	15
RVSY	52	20	14	11	0	3
JMOB	49	43	7	0	0	1
JXLY	46	47	6	0	0	1
AUXZ	81	0	4	0	5	10
RPMF	51	15	11	20	1	2
WKJB	48	11	31	8	0	2
VSJV	0	70	22	3	0	5
EKRO	84	6	4	1	4	1
WDKD	61	21	6	0	5	7
IZHR	19	80	0	0	0	1
AWPT	48	0	14	6	16	16
VHOX	54	10	14	20	1	1
ASCU	46	50	1	1	1	1
TMFR	95	2	0	1	0	2
FCQJ	84	7	0	4	3	2
WKLB	27	20	15	21	12	5
GFKR	48	4	23	13	8	4
HDID	83	1	13	0	2	1
BQVQ	74	24	0	0	1	1
CRFY	39	23	27	9	0	2
ZNPO	88	3	6	2	0	1
LTPJ	23	4	32	9	29	3
WPML	52	3	4	16	21	4
MJTY	39	60	0	0	0	1
GNTN	87	12	0	0	0	1
KTLD	48	8	20	20	0	4
UOZN	45	26	13	4	4	8
PMJP	55	17	10	3	10	5
EISM	85	12	1	1	0	1
KIXP	49	28	17	0	1	5
SSBG	6	55	24	14	0	1
HVEA	78	5	7	2	4	4
NHSE	8	69	19	0	3	1
MAZV	81	9	1	5	2	2
RXHD	85	13	1	0	0	1
MKOQ	17	18	3	16	33	13
ONQH	43	1	36	2	17	1
GMZR	91	1	6	1	0	1
FJLV	60	37	2	0	0	1
KWVT	76	13	8	1	0	2
WKMG	48	37	13	0	1	1
XUMK	86	5	7	1	0	1
HTYR	42	4	19	8	7	20
DMSL	88	4	0	7	0	1
WZXS	94	1	1	3	0	1
EZZK	91	8	0	0	0	1
FFZK	88	2	4	4	1	1
YLYC	40	58	0	1	0	1
APUQ	41	26	17	2	3	11
HTOU	77	9	7	5	1	1
KMCR	27	14	26	10	11	12
QCPA	35	61	0	2	1	1
AOUN	89	7	3	0	0	1
GERN	56	25	5	9	2	3
UJHP	19	8	68	4	0	1
SGJQ	70	3	13	7	1	6
XWOJ	70	3	5	4	2	16
VCNZ	71	20	4	1	1	3
PLJR	58	0	25	4	11	2
QQMO	4	4	28	25	30	9
XKQF	38	0	60	0	1	1
PSOR	17	34	40	8	0	1
XFHO	77	10	2	6	2	3
RHBM	68	10	20	1	0	1
QKBJ	70	14	3	0	7	6
JYLB	72	4	23	0	0	1
MJQF	97	2	0	0	0	1
TDAG	76	15	4	0	2	3
ZONV	34	50	14	1	0	1
CPOX	48	14	4	14	3	17
GLLG	90	3	4	1	1	1
ODEV	54	24	14	7	0	1
RRAW	32	7	11	17	24	9
GVQS	10	28	28	8	19	7
BTQD	14	74	10	0	1	1
LHBA	25	37	16	9	10	3
EKDI	5	52	28	6	5	4
GVAW	35	18	37	5	1	4
FOND	97	2	0	0	0	1
RFOD	29	47	13	3	6	2
QTSC	46	39	3	7	2	3
SOXT	22	51	6	4	14	3
GALD	94	1	2	2	0	1
CCNI	31	3	28	6	26	6
ODCU	93	2	2	1	0	2
EXAX	88	0	9	0	0	3
KMUK	61	19	10	1	4	5
ZKGW	32	3	53	8	0	4
ULCC	62	11	2	7	0	18
EEFM	53	0	37	0	6	4
ADNP	25	61	11	1	0	2
YHPY	7	15	77	0	0	1
EIWN	31	20	21	9	17	2
HMWG	6	29	23	32	5	5
OEEH	23	7	3	10	0	57
LFCB	47	26	4	14	6	3
UNVF	15	76	7	1	0	1
KSFH	59	12	16	5	6	2
RWCU	45	9	13	32	0	1
VFAI	9	38	33	11	2	7
UJAH	39	40	1	12	3	5
UEQV	47	2	33	8	7	3
OACQ	92	1	5	0	0	2
ABPU	65	1	1	26	0	7
WJML	71	23	4	0	1	1
MATZ	69	18	8	0	2	3
EDLV	52	15	10	1	12	10
WZNP	77	15	7	0	0	1
HDIH	93	3	1	0	0	3
PAJA	14	51	17	15	1	2
QAWD	10	59	6	21	2	2
HXGB	99	0	0	0	0	1
FXFZ	47	13	10	22	0	8
FVWX	9	81	0	3	5	2
GDAQ	6	7	80	0	2	5
VNAL	51	38	7	1	2	1
MQNP	88	4	5	2	0	1
RJVI	5	61	3	6	5	20
XOVD	7	38	48	2	1	4
ZTIB	23	62	13	1	0	1
GRHR	1	7	6	22	43	21
OMMK	34	19	26	16	3	2
EIOD	70	13	2	9	1	5
RPDA	44	28	26	1	0	1
YFOT	5	77	13	1	3	1
TPLA	50	22	2	18	1	7
DDYV	50	18	27	1	2	2
OOBZ	44	26	22	5	1	2
ELHT	38	23	20	7	0	12
UQCS	90	7	0	2	0	1
PDSF	87	8	0	0	3	2
WUDY	30	61	7	1	0	1
XJTP	29	6	20	3	30	12
OVQI	67	21	8	0	2	2
VZOQ	60	7	19	9	3	2
XWIF	82	17	0	0	0	1
ZAVQ	88	9	2	0	0	1
DNCN	20	13	25	1	39	2
THUO	98	1	0	0	0	1
KJAR	92	2	1	3	0	2
RFCT	67	1	27	2	0	3
NKQE	84	12	3	0	0	1
QLAE	17	39	25	10	1	8
ILPU	30	32	1	26	9	2
XAQT	70	15	8	6	0	1
PFNF	68	8	5	10	2	7
CMBP	15	10	61	7	0	7
MTCE	13	12	73	0	1	1
LXTN	63	9	13	14	0	1
SCTJ	56	32	1	10	0	1
UHWN	91	1	3	0	0	5
XKBJ	24	43	20	10	1	2
OOWU	13	13	56	2	6	10
GDEJ	1	17	76	1	4	1
UYZO	3	56	2	21	10	8
HIWE	73	20	0	4	1	2
JZES	73	21	4	0	1	1
AOKX	44	3	40	10	2	1
RZNH	73	15	6	2	3	1
OBKK	25	30	35	5	1	4
QCFF	79	17	2	0	1	1
FKWU	42	53	4	0	0	1
WBGP	13	21	65	0	0	1
NQIZ	9	78	10	0	2	1
RLFS	60	27	7	2	0	4
YTQM	47	43	7	2	0	1
YBYY	20	46	22	2	4	6
QFHA	95	1	0	1	2	1
KDMO	96	3	0	0	0	1
NADN	18	13	24	40	0	5
USGQ	5	41	15	37	0	2
UXUJ	29	15	46	3	5	2
BKCE	79	2	2	2	2	13
GDAD	66	2	7	10	7	8
SUCA	27	0	46	9	2	16
RESY	67	26	2	1	1	3
ZPYD	51	44	1	0	3	1
CRGS	11	78	7	0	2	2
RADC	54	20	25	0	0	1
LIMF	75	9	9	1	4	2
PPHE	74	6	3	8	6	3
XYBV	24	43	7	18	2	6
JWBM	13	7	73	5	1	1
IWXW	15	71	0	1	6	7
INHW	88	0	9	0	1	2
YPCX	0	5	8	17	27	43
TDME	26	66	4	3	0	1
TAUF	76	3	1	18	0	2
AMZA	70	1	17	11	0	1
PLWW	79	19	0	0	1	1
ADGJ	32	1	25	1	2	39
RSVY	81	1	15	0	2	1
KTKK	57	11	20	11	0	1
TXFW	75	11	2	0	9	3
YQEZ	64	24	0	11	0	1
KRPU	99	0	0	0	0	1
OPOZ	71	11	10	4	0	4
VVYJ	73	20	2	4	0	1
NKCT	40	37	22	0	0	1
VZXN	61	27	10	1	0	1
FZXU	39	1	32	4	3	21
IBYW	44	4	12	28	7	5
MUFY	96	1	0	2	0	1
GHFG	49	4	13	3	28	3
OTAB	19	18	31	21	2	9
HYOV	28	65	0	2	4	1
HHAL	63	23	5	2	6	1
YBOW	59	14	4	15	7	1
QKPY	42	16	12	25	4	1
CLAH	22	7	16	0	43	12
XDDJ	67	29	1	1	1	1
QLJE	64	21	14	0	0	1
GIWT	13	69	14	1	2	1
WQVL	63	21	8	2	3	3
VGTS	60	34	3	1	0	2
LXUK	34	54	1	10	0	1
XDZI	54	16	0	14	14	2
UFUU	63	14	0	2	2	19
GOSA	8	44	19	11	7	11
CLHZ	33	43	21	1	0	2
PNSJ	69	3	26	1	0	1
PRGK	38	14	33	13	0	2
ZXBN	91	1	7	0	0	1
QUWE	86	13	0	0	0	1
KWWP	8	21	2	55	10	4
DSBB	29	32	8	29	1	1
BCPO	41	45	1	3	0	10
PLUH	13	82	3	0	0	2
PJVV	46	6	20	22	1	5
ZPNK	94	5	0	0	0	1
ZVLC	52	38	1	4	1	4
YWOD	40	59	0	0	0	1
XFQM	14	52	18	1	10	5
OEMW	1	91	4	2	0	2
ONVA	65	0	26	4	4	1
QWEN	97	0	1	0	1	1
TMRW	52	19	2	16	3	8
WBWQ	52	35	6	6	0	1
TXOQ	74	16	6	3	0	1
NBEE	52	32	14	1	0	1
USZK	93	0	4	2	0	1
BAIL	98	0	0	1	0	1
LDTA	17	51	5	16	6	5
CSNF	71	19	5	3	0	2
DIYN	90	8	0	1	0	1
YBBC	96	3	0	0	0	1
KUNJ	26	25	22	16	1	10
XWHR	87	3	9	0	0	1
NXFW	81	10	6	0	1	2
NATP	98	0	1	0	0	1
QUBQ	6	27	48	5	10	4
PGEU	18	74	5	2	0	1
NOYZ	62	1	29	7	0	1
KHWB	75	17	2	1	1	4
FXWX	14	43	35	1	6	1
JSVV	94	1	3	0	1	1
ZREA	81	2	11	1	0	5
WNNM	48	47	3	0	1	1
SPKL	14	43	2	18	4	19
UPJP	41	21	3	11	14	10
CEBS	23	65	6	5	0	1
MWGX	17	39	20	22	1	1
FONR	96	1	2	0	0	1
QGCD	37	10	15	20	5	13
TZJO	94	1	4	0	0	1
ZWKW	14	41	27	16	1	1
CLFS	81	6	1	10	1	1
MINC	61	24	2	9	3	1
KRPI	75	9	12	3	0	1
HTCQ	53	22	9	3	1	12
CAEB	41	4	24	13	4	14
BXGU	70	13	9	1	1	6
ETRV	91	7	0	1	0	1
QWUA	69	13	9	0	6	3
TJGN	89	3	0	5	0	3
TMBR	8	29	15	9	17	22
KHDI	70	16	13	0	0	1
MAEV	26	46	21	5	1	1
ZRWJ	73	5	17	2	1	2
BYUM	78	10	11	0	0	1
OLQR	54	2	33	6	3	2
WXGL	90	2	3	1	2	2
PBOY	51	5	9	32	2	1
UZGS	86	2	10	0	0	2
FICU	60	5	17	16	1	1
DPBM	1	53	43	1	0	2
GQYN	46	32	3	18	0	1
LEBB	59	28	12	0	0	1
LUMK	43	33	10	1	4	9
VIZS	75	11	1	7	3	3
KRWN	63	24	6	0	5	2
QBAJ	50	38	7	2	1	2
OVEJ	10	33	16	13	17	11
QSKO	93	0	0	4	1	2
BYDV	90	3	5	1	0	1
IMVF	10	23	57	5	3	2
KAOM	22	24	1	46	2	5
ICCA	25	70	0	2	1	2
MTYV	51	15	11	22	0	1
VKQE	71	11	4	9	2	3
ZOSV	79	0	0	10	7	4
YIFW	1	55	30	5	7	2
VPNG	16	21	30	6	12	15
SEJS	75	14	4	1	5	1
WQZX	79	0	13	3	3	2
PYKB	46	17	22	6	1	8
ATKL	35	37	16	3	2	7
IFOR	48	42	5	4	0	1
VYUN	62	28	5	4	0	1
BRSB	13	27	27	12	9	12
OKHK	31	33	24	3	1	8
CYLP	47	32	11	7	1	2
INDQ	85	7	2	3	1	2
QHBG	20	8	26	0	20	26
MLPH	81	6	7	2	3	1
VMEC	49	18	26	0	6	1
IXNU	8	72	17	0	0	3
DWTI	21	36	7	3	11	22
XASU	10	32	33	12	0	13
LNUS	42	4	13	1	3	37
XRJV	45	41	4	3	4	3
EMGS	92	3	0	4	0	1
EOUE	22	46	23	3	3	3
FLLR	9	16	27	12	14	22
ACOY	45	39	11	2	2	1
USPK	69	15	15	0	0	1
HTLT	8	4	17	7	60	4
FMKB	36	42	21	0	0	1
OFCC	45	44	6	4	0	1
YVTX	72	0	19	0	4	5
ZGZN	74	8	13	2	2	1
PTJY	39	41	13	2	4	1
JFHQ	13	13	26	12	9	27
EHUK	35	18	7	0	30	10
VBMT	32	63	4	0	0	1
IALB	23	25	7	15	26	4
FIDV	14	42	2	24	4	14
DFJB	76	8	14	1	0	1
KQWJ	73	3	23	0	0	1
VDBL	23	1	31	42	2	1
QAXZ	68	23	6	2	0	1
VGGB	12	35	51	1	0	1
ZWPZ	86	1	3	2	3	5
ESZJ	65	29	4	0	1	1
LKYD	63	36	0	0	0	1
ZUZR	46	26	8	8	0	12
CQDU	71	13	4	6	0	6
VMPK	38	51	6	2	1	2
UWFP	65	25	3	1	2	4
LNFM	5	21	56	10	5	3
RRSM	83	1	14	1	0	1
EOKE	7	87	0	3	1	2
VNZL	47	23	0	25	0	5
VIKJ	65	28	1	5	0	1
QIAD	69	4	1	3	16	7
BHLH	33	36	20	10	0	1
RGEG	44	55	0	0	0	1
HUXP	1	15	5	39	7	33
OSVV	38	20	30	11	0	1
POAW	72	20	5	1	1	1
RKXA	8	56	35	0	0	1
VLHH	22	64	5	1	1	7
GWWW	53	21	11	6	4	5
EKCE	83	8	4	1	0	4
HNQE	84	9	0	6	0	1
HIIE	49	31	10	4	3	3
VVWL	58	26	1	12	1	2
GQPT	79	17	2	0	1	1
PBAF	84	9	6	0	0	1
EZYM	64	12	21	1	1	1
GWYZ	9	2	24	49	4	12
XONM	45	23	0	29	1	2
QPZG	50	21	14	13	1	1
KUZG	85	2	3	4	1	5
RPZZ	94	0	2	0	2	2
PRON	45	39	14	0	0	2
OAJN	50	9	8	28	4	1
HRRK	21	0	17	22	13	27
LQRX	90	5	4	0	0	1
HXIH	33	39	2	18	3	5
VECU	77	2	2	0	6	13
YFMN	27	7	24	20	13	9
KRCW	68	19	12	0	0	1
QAIC	31	34	20	5	1	9
GQWO	77	19	0	3	0	1
TTQG	89	9	1	0	0	1
IZMM	83	14	0	1	0	2
AVXZ	95	4	0	0	0	1
TVXG	69	24	6	0	0	1
IKDM	11	55	16	4	5	9
SUVA	42	17	34	0	0	7
UUUT	33	52	0	3	10	2
DBHR	55	28	11	4	0	2
XOSG	49	35	7	1	2	6
ASKP	41	33	19	0	2	5
KOCI	43	49	6	0	0	2
DBFE	37	37	5	19	1	1
INHC	26	12	26	0	19	17
LNQS	93	3	0	1	0	3
ZODW	50	7	20	8	1	14
DVIV	37	30	0	12	12	9
DHHX	90	4	1	1	3	1
OKDU	97	0	0	0	1	2
LMAD	61	35	0	1	0	3
FQDE	71	15	11	0	2	1
ZBRS	52	8	13	25	1	1
ZIWF	48	7	5	22	16	2
OZRK	86	8	1	0	3	2
RKSO	96	3	0	0	0	1
SSZW	81	13	5	0	0	1
IZDA	4	13	53	7	2	21
HOFB	47	22	15	10	3	3
GKJY	10	11	76	1	1	1
YSEZ	45	44	6	4	0	1
ORJO	92	5	2	0	0	1
YQGO	35	10	8	32	9	6
QKWA	3	61	10	18	4	4
XICK	46	32	6	15	0	1
ESMR	13	24	20	0	32	11
PKJA	83	13	0	3	0	1
GNQS	24	15	9	46	3	3
RNEQ	22	30	9	38	0	1
DZGP	69	0	27	2	0	2
EXMI	25	38	3	2	13	19
ILMH	50	11	29	6	1	3
PYEZ	82	15	2	0	0	1
FQVQ	84	8	6	1	0	1
BIHR	54	6	38	1	0	1
NWMA	84	0	8	2	4	2
EFCQ	54	11	19	14	0	2
PSPY	41	31	6	15	2	5
FXKA	0	96	1	0	0	3
NEUU	10	49	31	7	2	1
XLUA	12	58	20	3	1	6
XPLY	80	2	13	1	1	3
JDFC	29	17	6	1	32	15
RVPB	15	59	20	1	1	4
NEUT	32	44	19	2	2	1
ROJQ	1	77	3	7	6	6
OVDO	91	0	8	0	0	1
NWLT	15	42	36	1	0	6
PQVO	29	62	4	2	1	2
IAVV	89	8	0	0	1	2
DYHS	77	6	2	4	6	5
HYKX	80	15	3	1	0	1
TANG	0	49	31	12	7	1
RSZR	59	38	2	0	0	1
WWWN	38	0	20	10	15	17
BLFB	16	26	57	0	0	1
ZXYU	9	12	23	26	17	13
PQIM	89	1	4	4	1	1
XFQN	92	6	0	1	0	1
UQOR	67	6	19	0	6	2
IBUS	22	70	3	3	1	1
DOOC	58	14	17	1	2	8
OMZF	77	12	10	0	0	1
AYYE	74	22	1	0	2	1
YEZS	6	16	10	60	7	1
RRAF	4	56	39	0	0	1
VDHG	79	14	0	2	4	1
RZVR	77	10	7	4	1	1
FVLU	5	84	5	1	4	1
VVWJ	17	46	13	12	11	1
LRJH	67	21	4	3	4	1
EZXP	58	15	18	6	1	2
CACK	70	15	13	0	1	1
YIUG	30	19	22	4	24	1
OYEU	43	33	23	0	0	1
YFGN	68	13	3	4	5	7
XBZW	41	25	1	13	2	18
DXSQ	14	36	19	3	22	6
FIPM	43	19	9	27	0	2
JLQJ	5	3	74	9	0	9
ARNS	74	0	12	11	1	2
OHBV	12	48	24	0	15	1
WKPQ	59	19	9	8	4	1
MTWR	82	11	2	1	1	3
HMOO	3	57	36	2	1	1
YOIC	77	0	2	19	0	2
MJCB	31	4	4	59	0	2
PXML	49	37	1	4	4	5
KIJA	74	23	2	0	0	1
QKZV	56	39	2	2	0	1
IFEN	49	2	24	7	13	5
EMBO	97	1	1	0	0	1
TMQE	24	64	10	0	1	1
CTJO	96	2	1	0	0	1
JWVI	52	20	4	15	8	1
CBLN	31	59	2	6	0	2
KEZI	59	3	18	7	7	6
KPNK	85	2	4	1	6	2
UKYF	1	59	35	4	0	1
DPLM	29	15	17	12	16	11
CBHS	84	2	12	1	0	1
LSFG	14	16	2	32	12	24
KFEJ	42	44	10	1	2	1
CXII	8	48	26	5	0	13
NBOV	32	17	29	9	1	12
DXLG	45	44	9	1	0	1
LSQN	98	1	0	0	0	1
SDQS	63	31	0	3	1	2
UPWX	80	19	0	0	0	1
