Name	TMPQ	KLVF	CPJM	XGUX
ABUA	33	30	27	10
JZXK	14	54	16	16
MZVU	64	13	17	6
MUEG	11	81	0	8
MHML	31	5	4	60
LILI	97	1	0	2
OIBB	37	62	0	1
VPVJ	56	25	10	9
GPTF	53	34	11	2
SKYV	55	20	0	25
QKLR	96	1	2	1
MDFT	92	6	1	1
RRCT	51	25	4	20
SSCL	66	16	15	3
XCFV	53	8	6	33
FJRP	17	50	25	8
MOMP	95	0	0	5
TVCB	93	5	1	1
SJGI	90	0	5	5
AZXK	60	20	9	11
IKDI	92	3	1	4
DPVS	29	60	1	10
HDUP	34	16	26	24
ALHG	53	8	17	22
POFJ	68	18	5	9
KYSA	43	38	10	9
TKPP	22	32	33	13
VDUG	25	69	1	5
ZWBJ	23	60	9	8
BQJP	28	54	15	3
EBPX	57	41	0	2
BRRI	75	18	5	2
LKCL	64	3	14	19
CQQF	87	0	9	4
UGAY	66	29	3	2
BFJR	94	0	5	1
EKBM	5	75	11	9
FGEQ	66	14	1	19
LYSS	96	2	0	2
LQJC	86	1	4	9
ETTS	5	47	44	4
FOSV	21	7	42	30
ZVHA	43	31	16	10
HQZZ	46	37	12	5
TSKF	69	6	0	25
NLYP	93	1	1	5
KZWT	47	35	8	10
VBCL	54	34	11	1
CUSP	80	4	7	9
WIQN	88	6	2	4
KJKN	39	25	31	5
QCGZ	2	23	70	5
QHTD	46	5	21	28
RFAD	94	4	1	1
RGFP	9	2	37	52
SSYD	33	2	29	36
RMPU	97	1	0	2
AWJK	47	0	39	14
DJJL	67	11	21	1
VAKY	21	40	35	4
PVAD	5	93	1	1
TLJZ	22	22	35	21
KWEP	1	67	18	14
IOSR	67	15	15	3
LEVT	0	32	29	39
AJHK	2	75	8	15
YAML	8	31	27	34
EFIF	83	5	3	9
HHMJ	50	7	12	31
GNFF	95	1	1	3
MXFZ	91	1	3	5
NFFP	13	33	16	38
ZNOE	99	0	0	1
BVAN	62	2	25	11
NGFD	13	7	53	27
IDFY	11	78	8	3
CGUJ	75	24	0	1
ZQBY	4	58	16	22
CEMH	13	60	26	1
YZMZ	29	45	16	10
KJGW	27	71	1	1
OGDW	8	39	28	25
PEEC	47	12	9	32
ZSQZ	18	62	2	18
GIJL	34	40	15	11
HVCT	62	17	11	10
XILB	26	34	13	27
VHXV	40	24	14	22
QPXC	22	66	3	9
YUKT	81	17	0	2
JCIW	78	15	0	7
KFYX	29	56	6	9
AMQY	20	15	43	22
FERK	60	9	30	1
OAIL	54	0	21	25
FPZP	71	10	4	15
KZEY	5	80	13	2
ITUP	73	17	1	9
XQLE	46	3	43	8
EQMT	77	22	0	1
WRIM	83	7	7	3
FNMO	39	4	13	44
GNVV	36	20	13	31
YNLG	28	27	9	36
JSEH	86	1	5	8
CMDX	21	27	36	16
DZQB	98	1	0	1
CQYK	66	16	17	1
DXGO	6	54	34	6
UHHN	96	3	0	1
BSXE	96	2	1	1
OUFH	77	6	4	13
BGWF	63	17	19	1
OXID	76	20	1	3
RJNA	79	16	0	5
XAGS	87	2	6	5
CBGH	29	43	20	8
BKII	33	13	26	28
VPAE	75	10	13	2
LRHZ	51	8	5	36
FPMT	31	25	19	25
WBWM	23	47	18	12
YERM	57	24	1	18
LGND	73	18	6	3
JZIU	43	33	20	4
UWPA	82	0	17	1
NDSN	82	5	6	7
MPNY	61	1	29	9
JZQP	69	23	3	5
COSU	2	74	3	21
ICLT	52	6	39	3
CUPX	39	12	43	6
KUVV	54	3	18	25
WYLD	28	34	15	23
PASU	52	16	5	27
MBFC	90	8	0	2
EARH	56	26	12	6
TWZM	69	22	4	5
DAPG	65	18	8	9
UWCW	86	10	3	1
TQSQ	23	12	44	21
XTVS	88	8	3	1
ETIV	62	26	4	8
BPWG	30	54	6	10
EOKS	87	10	2	1
FGVM	55	34	2	9
GUNU	81	11	4	4
DUBG	2	52	32	14
BWJX	37	17	34	12
FKAA	91	7	1	1
MMJB	93	0	5	2
VJMM	15	69	0	16
UJLW	26	21	8	45
KLOE	49	23	1	27
JMUX	75	16	6	3
HSEC	41	53	1	5
NXKF	46	40	5	9
BODQ	57	33	0	10
AVXL	65	25	4	6
WSPK	17	27	26	30
RHTW	38	57	4	1
ODYA	71	18	3	8
XQGE	85	8	1	6
WHRT	17	63	13	7
EVVH	41	55	1	3
HKUE	85	3	5	7
RYKY	10	15	70	5
CJFI	74	5	16	5
ACCF	17	17	25	41
HDTH	69	28	1	2
GLZZ	37	50	2	11
JGVB	58	30	1	11
MPZR	73	15	3	9
HSZR	99	0	0	1
URQK	24	23	45	8
XGIJ	39	36	16	9
WGDP	49	15	29	7
OUQY	35	23	39	3
TAIJ	73	21	3	3
PERI	41	13	26	20
IQII	97	1	0	2
LVCN	77	12	2	9
XALX	94	5	0	1
GAZR	79	1	5	15
CMGC	7	24	16	53
DIQJ	75	13	3	9
EFWY	25	26	33	16
EFLM	32	28	3	37
QIRE	51	7	14	28
JWKS	29	69	1	1
SVNE	38	52	0	10
UCSO	73	15	11	1
GUPT	84	2	6	8
ZYEG	36	61	2	1
JLGY	38	56	2	4
JYHY	56	0	38	6
FYQU	57	18	2	23
BUYL	83	5	8	4
WIYA	89	3	3	5
QLPJ	66	15	16	3
WIVH	13	53	26	8
ZOLU	52	33	4	11
QIMO	61	29	5	5
PIXR	72	12	8	8
NBLX	96	0	0	4
MDES	68	29	2	1
UNGJ	59	3	0	38
DCUB	72	10	4	14
AXPK	15	18	32	35
MAWO	48	5	8	39
EIWY	81	12	5	2
VRHD	36	35	10	19
ZQWG	84	15	0	1
GPHN	70	11	5	14
MJUC	98	1	0	1
TYDX	72	12	3	13
FHHU	66	4	15	15
KAIQ	16	61	21	2
SOKC	26	38	12	24
HMAJ	73	10	3	14
RTID	51	12	0	37
HATB	26	58	1	15
JMMV	9	1	3	87
KSUL	90	8	1	1
UGKY	71	8	14	7
HZNR	46	50	1	3
NRBA	73	6	20	1
AOOQ	38	10	15	37
ANRP	39	5	27	29
UICO	49	19	2	30
MYEQ	8	55	31	6
BTLE	61	37	1	1
RVHI	12	35	14	39
LWBB	84	15	0	1
IYLG	85	13	1	1
PKAH	56	19	23	2
UFLU	12	63	2	23
MVFJ	98	1	0	1
CCOG	66	3	23	8
UZYT	8	22	5	65
LGAO	96	1	1	2
QPHS	22	52	21	5
DGWW	9	45	24	22
HMBX	34	11	1	54
FNAB	47	0	3	50
PEVA	44	21	15	20
MGNL	43	52	3	2
TBXZ	75	13	1	11
UZRQ	16	52	13	19
CHRT	65	26	4	5
BBWQ	10	6	67	17
FOMX	25	27	22	26
LDBS	46	50	3	1
FEKH	76	0	9	15
ZVRU	17	10	51	22
AAIQ	47	17	20	16
KFSX	26	71	2	1
EQAE	81	13	4	2
XLJI	4	39	13	44
SUDC	23	57	8	12
CSCZ	61	9	23	7
ZRJN	6	67	22	5
ERPJ	39	53	0	8
OZHL	91	2	4	3
KPVA	21	20	4	55
XYFF	49	1	46	4
UAVZ	69	12	10	9
CNSV	86	4	5	5
TUOS	91	0	4	5
CNMW	45	41	3	11
SKEX	84	3	10	3
YLLF	90	1	2	7
BDFI	95	2	0	3
EQMO	93	2	3	2
MJDG	66	8	10	16
DOYA	10	63	21	6
ICMA	93	1	0	6
KHNN	18	8	41	33
TRIX	81	2	7	10
CIZG	90	9	0	1
OGIW	85	5	8	2
OAOA	15	51	2	32
CPTM	15	70	5	10
WQDH	57	14	7	22
TNUA	30	10	50	10
AEQI	74	18	1	7
RTXR	51	18	30	1
TGTT	9	47	29	15
QFOH	2	56	33	9
NUZW	45	13	3	39
KCDK	10	16	16	58
WFQB	96	1	0	3
GAHF	62	6	12	20
ZBBS	14	34	8	44
ZXVB	13	78	2	7
DQIZ	34	30	28	8
ZYFB	30	55	3	12
TSQV	8	63	12	17
ACRY	77	1	19	3
HVZV	36	44	2	18
KYFH	70	18	11	1
DWRV	61	35	0	4
FEGB	21	70	1	8
OQAO	39	55	4	2
DFFY	9	11	26	54
TKOJ	8	39	47	6
FACE	14	53	2	31
QTUD	79	20	0	1
HFSH	68	10	21	1
QLXN	79	19	0	2
URRD	46	13	12	29
QXKG	29	42	14	15
LLUH	15	39	21	25
FVBK	11	79	5	5
PFQJ	71	18	9	2
BDAI	72	15	8	5
HIBK	71	13	3	13
ACFQ	44	55	0	1
WPTJ	34	48	0	18
STXP	96	2	0	2
IUZL	90	7	2	1
NAAK	41	23	20	16
CLSH	64	10	5	21
NHZJ	82	11	4	3
ODUT	82	14	2	2
IGFN	20	50	10	20
OSYY	33	32	20	15
IFII	34	10	43	13
MZBC	14	29	55	2
WFQP	57	36	5	2
ENTL	67	29	3	1
OBLM	15	83	0	2
YMLM	66	31	2	1
HELB	28	25	31	16
NHIT	62	31	1	6
ROXR	27	59	13	1
YPPZ	35	49	14	2
SFCX	93	6	0	1
JHJK	52	13	1	34
TCTN	16	4	21	59
XOUK	11	80	3	6
OWBY	59	30	8	3
CGWR	87	3	3	7
HNHT	52	42	1	5
MVLE	70	20	7	3
RHNV	3	52	35	10
KHLY	54	11	23	12
WWVH	77	21	1	1
ANQP	2	15	4	79
APTX	7	1	37	55
YIWV	73	14	11	2
FVVZ	63	19	11	7
YPXY	73	4	14	9
UWFA	38	46	5	11
RSBM	22	19	55	4
OZLA	39	45	12	4
RVQJ	61	16	1	22
ZVYI	86	10	0	4
MQVJ	79	10	5	6
CUNK	29	48	9	14
QLXI	41	49	1	9
BPQT	31	20	33	16
XCDJ	47	43	0	10
IQRP	22	22	31	25
BCZI	75	16	3	6
JBAL	93	0	2	5
BEPM	21	65	3	11
RJBV	85	4	3	8
VFSF	54	25	20	1
MRLO	64	12	12	12
BDXN	81	12	1	6
LCDA	45	19	12	24
SXNX	32	2	36	30
VHGK	45	23	17	15
NDXO	49	35	10	6
GDHB	67	1	12	20
DPEC	20	50	23	7
TYRI	30	67	0	3
WRDJ	22	58	18	2
YFLZ	65	25	4	6
TGWR	0	17	56	27
RBIG	80	15	3	2
FGGE	74	10	6	10
MDRL	28	32	7	33
KTDO	91	2	0	7
RURH	78	12	1	9
PVDK	97	0	2	1
YFUX	30	5	16	49
CEFS	71	14	4	11
IESW	47	39	7	7
MPXY	85	3	10	2
HOAI	28	33	17	22
OIQQ	22	59	11	8
PMPB	6	84	2	8
QKNM	42	11	22	25
PXYL	85	5	8	2
QEKL	2	82	12	4
VBGG	98	1	0	1
DIXU	31	44	16	9
DMVW	26	70	3	1
LREJ	42	45	12	1
HEQB	6	46	38	10
JGGL	25	47	13	15
PBQO	69	4	13	14
RPOT	88	10	0	2
JCXO	15	74	9	2
DGTG	15	72	10	3
GOKA	32	29	34	5
QNVS	64	17	11	8
PCHE	65	14	20	1
EJWC	75	16	4	5
VXHO	29	50	9	12
ADTO	39	31	22	8
PBVN	38	12	27	23
EMBM	44	44	0	12
FNYO	76	10	11	3
QNEJ	78	4	10	8
YOQG	89	2	5	4
HBOJ	47	48	3	2
LFBW	91	3	4	2
PVZQ	9	85	5	1
NQEP	1	95	0	4
YLFO	55	21	21	3
MJFH	51	7	7	35
HDNW	81	14	1	4
SQQU	30	43	20	7
KKUM	94	2	2	2
UVHJ	89	9	0	2
MUIP	79	16	1	4
NRSE	20	72	1	7
VPTG	85	2	1	12
YKVO	71	19	5	5
IFNY	87	2	2	9
VHFN	85	7	7	1
TBHT	52	14	32	2
FNCB	73	1	13	13
JNAB	8	64	5	23
LFGI	70	28	1	1
HOTZ	62	7	6	25
JOVE	37	35	2	26
RKXD	15	62	10	13
UFLU	82	12	1	5
VAKV	36	63	0	1
ZJBC	83	5	0	12
YEWS	14	9	59	18
VJEO	20	39	20	21
JHFU	51	44	2	3
OKJA	56	6	25	13
AVAI	40	28	27	5
AOBR	57	22	0	21
QFGE	50	22	17	11
BVHI	42	27	12	19
UNSP	95	0	3	2
NDGU	2	62	12	24
TEDY	39	31	27	3
ECVB	70	1	27	2
ATZZ	99	0	0	1
BJCQ	41	13	4	42
CAJM	81	5	4	10
REJA	96	1	1	2
KWNG	5	79	8	8
KGVA	17	9	53	21
UAIZ	28	59	1	12
CMPX	74	16	3	7
OQYA	98	1	0	1
NPJJ	39	35	17	9
TOLQ	18	48	29	5
DBBR	64	17	5	14
JYJH	18	13	58	11
QWAE	48	3	13	36
LZPX	25	32	14	29
XDGO	6	46	20	28
OXJJ	13	30	7	50
QZBF	41	48	1	10
SLLS	51	28	14	7
BLUK	6	91	1	2
UCTD	67	14	1	18
ZQVJ	72	4	19	5
ZORV	61	7	6	26
SUWO	90	7	1	2
LOZB	37	42	18	3
WICT	38	5	40	17
UPJU	43	51	0	6
XDOL	77	5	1	17
IWPT	71	16	7	6
CWHI	48	48	0	4
GPCF	11	44	42	3
FNTM	81	7	6	6
LKQP	41	46	7	6
LNZR	52	8	27	13
SBLY	96	0	2	2
OLFR	75	3	2	20
JVHX	14	1	56	29
LQTB	14	44	33	9
BDOP	32	17	23	28
LHNW	39	52	7	2
ZKYR	65	16	1	18
RRTJ	16	1	22	61
LSXV	48	45	3	4
HRCL	88	7	4	1
NTBT	15	66	8	11
GUKM	6	69	9	16
LUFE	23	14	0	63
PQAX	99	0	0	1
TWGU	81	2	2	15
YSQA	23	61	3	13
XMIK	12	8	69	11
WWHQ	45	51	3	1
DAVE	38	49	6	7
YDSG	61	9	15	15
CODA	39	49	8	4
DSMW	29	57	12	2
ZZDJ	19	16	51	14
RUVV	0	71	27	2
IPEN	85	5	7	3
IDQB	12	22	65	1
IIHC	98	1	0	1
EPXL	4	69	10	17
UHEK	9	66	19	6
CIJL	45	5	33	17
WMHB	94	4	0	2
LOTA	12	87	0	1
AHCV	63	14	12	11
VMRA	52	9	9	30
AYQN	48	15	12	25
CPJC	91	0	2	7
TKJZ	73	17	0	10
BHQV	70	4	0	26
AQAK	60	5	15	20
PCMQ	70	24	5	1
RSSS	37	14	2	47
CHBU	56	7	35	2
RASU	15	25	5	55
YIRI	88	10	0	2
HWIA	80	2	6	12
OXDI	90	9	0	1
IZQB	97	1	1	1
CUWO	53	39	5	3
KBKM	36	57	5	2
LTTT	3	59	4	34
DPLG	31	11	35	23
JBHX	39	13	9	39
BLMH	29	44	4	23
WSVO	8	11	74	7
FWHY	86	11	2	1
FKHF	67	3	1	29
ADPZ	67	19	4	10
HHMT	98	1	0	1
WQSF	3	68	3	26
EZZN	39	13	40	8
BEBQ	51	5	37	7
PGOK	52	26	20	2
PVFW	86	9	1	4
UPZQ	41	53	5	1
DPLH	38	31	7	24
CLCM	84	6	2	8
JDVN	14	17	38	31
EURN	52	23	6	19
PBZC	19	80	0	1
QDDD	5	65	15	15
KCKA	27	6	28	39
MEDH	70	8	21	1
VUTW	0	98	1	1
JDJQ	42	47	7	4
ZRJC	52	1	36	11
RGNG	40	49	1	10
WWVM	70	14	13	3
JKHB	69	0	0	31
ZAJW	28	51	9	12
MUEE	26	14	9	51
NGPP	15	34	24	27
HOES	33	60	4	3
HBAV	3	73	17	7
FDKD	11	56	12	21
CQIL	28	47	20	5
ERLO	59	22	13	6
MFDY	80	16	0	4
SEJF	43	24	10	23
CFMB	76	2	4	18
XWHB	24	63	1	12
KPHL	20	1	58	21
YGEI	82	3	5	10
MYFW	22	39	2	37
LYNV	45	27	16	12
JVXO	97	0	0	3
OCUG	41	33	3	23
YISY	90	8	0	2
XBFA	33	4	59	4
QUPT	51	7	24	18
LGTV	11	7	74	8
WKPV	92	7	0	1
QUXO	70	4	11	15
USOQ	99	0	0	1
HFMX	41	33	13	13
BZCU	71	15	0	14
QPFK	15	38	0	47
ASFV	2	11	56	31
OFFD	73	26	0	1
FDXN	34	64	1	1
UUTZ	61	16	2	21
DIGV	90	9	0	1
MHCK	45	48	3	4
UXRZ	53	22	10	15
LHXV	47	22	6	25
YLVK	69	16	6	9
WZHV	6	25	50	19
WVDX	9	8	82	1
WCAC	95	3	1	1
BIAL	48	4	27	21
VGZT	34	2	60	4
YJDM	20	55	15	10
MUXJ	33	14	2	51
JVIT	83	13	3	1
QGKP	18	14	0	68
ODDT	5	5	85	5
SWPT	0	4	55	41
OCBE	85	7	3	5
LRAN	25	10	19	46
DTXA	51	29	17	3
QUQH	16	7	50	27
YSZV	74	5	1	20
DJLI	65	18	2	15
LDGU	91	5	2	2
DSTM	44	38	16	2
IKWS	42	47	5	6
YARN	91	1	7	1
JLRW	6	71	4	19
RKMG	44	3	41	12
ZGIH	52	8	32	8
YOQF	71	17	5	7
COHA	42	34	18	6
GBQK	93	4	2	1
AKLZ	75	18	6	1
UJFK	4	16	34	46
XBQJ	13	60	15	12
VFGA	46	0	38	16
ERXP	46	6	43	5
EFGY	89	5	1	5
FBPJ	42	19	13	26
AAAU	1	10	17	72
EFYH	71	7	13	9
RIUP	4	49	35	12
WJKG	17	24	37	22
DQQB	67	11	3	19
RWUL	1	71	27	1
ZHRE	25	50	13	12
TVUJ	82	10	1	7
QQOV	81	10	0	9
OHGB	90	4	5	1
LADA	80	15	4	1
CSBY	62	4	13	21
VVRW	75	0	1	24
FFQF	16	77	3	4
ZLDJ	22	42	10	26
URJA	83	5	6	6
YMXE	43	37	14	6
LOED	42	53	1	4
UNVQ	85	6	0	9
HXOK	57	4	0	39
EIVX	72	14	4	10
TSAS	26	50	12	12
WYFU	61	2	0	37
ENKZ	86	6	5	3
PIUW	56	31	3	10
GJGS	41	55	0	4
UVXP	74	14	4	8
ZJPY	1	0	98	1
ULYW	4	60	5	31
JFWS	96	0	2	2
PZCF	14	82	1	3
SMKD	91	2	4	3
ZEXO	71	8	9	12
YHWJ	30	62	3	5
PBXU	31	55	5	9
KNTW	4	59	3	34
YOTD	38	33	11	18
BYDG	94	0	3	3
RGVV	6	89	0	5
LMJP	44	13	24	19
RERR	67	12	20	1
TDGY	36	1	34	29
CTNJ	66	24	7	3
HXBZ	66	32	1	1
BJNY	29	57	5	9
UMPG	76	16	7	1
DPXS	92	4	1	3
TVGU	51	42	2	5
GQRA	41	27	21	11
TSZB	21	12	22	45
GYCX	5	74	3	18
IDHT	37	11	15	37
OHEU	95	4	0	1
WXGJ	21	19	22	38
WYQS	42	57	0	1
WDWM	7	20	68	5
NKHA	27	27	8	38
KVHG	16	68	6	10
BWOV	53	36	4	7
FRAY	18	66	11	5
EHIW	77	13	3	7
MZIY	86	2	5	7
CILG	18	6	61	15
HIQO	43	27	9	21
TGCC	56	21	5	18
NZKK	23	4	42	31
WGXR	57	41	0	2
IPSA	73	23	3	1
YRII	9	3	64	24
TGWH	72	6	12	10
IBWY	2	22	29	47
CSWW	51	11	15	23
QJCV	60	13	15	12
HBBD	2	83	2	13
ABJW	75	12	12	1
OVBS	65	17	15	3
ZMMP	80	6	1	13
WTLD	88	11	0	1
ZUVZ	37	15	4	44
RMAT	71	12	1	16
NADY	82	13	1	4
PPOF	52	2	6	40
HYTW	52	45	1	2
BFSH	26	56	5	13
ZMVC	90	9	0	1
SIEB	26	53	8	13
FGTW	19	76	1	4
OHXE	47	29	11	13
VKRO	95	0	3	2
DTDQ	6	77	9	8
POVG	21	12	56	11
ZYLC	82	16	0	2
EYXL	43	47	9	1
XMMI	72	22	0	6
NQFD	11	72	16	1
SBYG	39	38	19	4
LGMD	6	17	72	5
UFFQ	99	0	0	1
BIYM	36	49	6	9
HFYS	12	39	23	26
WZEA	19	6	34	41
GAER	59	5	26	10
LAMD	17	24	37	22
TZTA	86	5	1	8
BNKY	73	12	14	1
FAPU	55	9	29	7
IUVU	63	26	9	2
EMPY	15	71	1	13
AKAI	66	10	4	20
MTSW	68	24	1	7
ZXIQ	8	74	7	11
FYGG	70	8	18	4
BVZP	61	33	1	5
QPMX	89	6	4	1
ACXY	93	4	0	3
PGIB	3	63	27	7
LTCZ	4	32	27	37
XTHB	92	7	0	1
HWTF	18	50	5	27
VIHU	59	27	6	8
PRNP	18	33	8	41
VJYW	28	28	4	40
JQWA	70	25	1	4
KPWV	3	60	22	15
KUFL	67	31	0	2
CTMT	56	7	16	21
MVJX	22	6	35	37
SKTX	81	3	3	13
BQTD	78	12	4	6
OSKP	43	43	3	11
WKGD	66	28	5	1
UNYV	54	5	29	12
KLOW	77	3	0	20
DTPU	61	1	35	3
CYHU	32	15	44	9
AMTD	34	19	13	34
CUIG	44	39	2	15
HVTR	60	9	22	9
QRJB	80	19	0	1
PQAF	89	9	0	2
YVSL	85	11	0	4
ZGOE	32	51	13	4
DODS	99	0	0	1
VKCO	32	39	15	14
DIAO	82	14	1	3
AAGT	48	37	9	6
LVWM	21	73	2	4
CXNX	78	21	0	1
LPXN	17	40	34	9
YNQM	94	2	0	4
NXZN	37	46	6	11
OFBC	64	2	2	32
KNRB	84	4	6	6
LJFI	22	66	5	7
HGZH	51	16	18	15
AOKK	23	55	18	4
KVKN	41	43	8	8
AZLC	15	45	3	37
OTED	88	10	0	2
ZBVD	73	13	5	9
ZGQP	52	34	0	14
NVUV	10	85	1	4
HNEJ	80	9	5	6
UFGI	81	11	3	5
TOKR	23	11	1	65
SVMQ	82	0	0	18
YKIU	96	3	0	1
NRTY	3	89	1	7
BJGS	11	55	26	8
GKDW	80	5	8	7
SRTZ	41	26	28	5
VXOW	63	26	2	9
XQTF	22	66	7	5
LFXS	43	14	29	14
AFXE	68	3	23	6
ZAYQ	47	16	9	28
LSWM	89	6	1	4
TKRP	42	53	1	4
LVGZ	20	14	53	13
SRSY	61	15	21	3
PUOT	54	18	27	1
NBFN	69	10	4	17
VGPG	18	43	21	18
FRQH	12	38	37	13
BDOH	14	36	8	42
PCVW	51	14	32	3
TBLN	83	9	7	1
KCRL	87	4	3	6
CYML	96	0	1	3
XRGO	92	0	1	7
DTJR	23	47	14	16
QFTH	85	12	1	2
AWVH	5	76	9	10
EILO	6	40	44	10
JEYX	52	32	4	12
JHTQ	74	23	1	2
SSDC	39	52	7	2
VKHW	24	54	21	1
KXDE	19	52	8	21
AVJI	15	29	38	18
OCQH	92	0	3	5
QILR	55	42	1	2
URAH	96	1	2	1
KQMO	23	12	46	19
XTUG	52	9	10	29
IQOI	67	16	13	4
PRNQ	70	22	1	7
DIBE	2	72	4	22
LETR	88	8	2	2
ORLA	75	7	7	11
BMYH	80	3	13	4
ZZXN	41	27	24	8
KSBM	45	4	46	5
LVQU	77	1	0	22
ACPY	46	43	0	11
WDXF	57	16	12	15
FVDM	27	70	0	3
ZJNH	20	42	22	16
RHMA	11	69	19	1
WIPY	66	23	5	6
PDHW	70	13	4	13
ZMIN	7	78	0	15
SBQG	26	35	8	31
VKFL	59	20	6	15
NONP	28	45	10	17
FGKM	9	31	40	20
VENB	94	5	0	1
GYRK	19	26	42	13
TBKC	93	6	0	1
XVXU	20	53	12	15
UGTE	13	45	41	1
FRKQ	58	5	9	28
QVFC	30	41	13	16
EZKE	43	11	41	5
JQGT	24	54	10	12
SYFB	80	15	2	3
KZLJ	77	5	5	13
ZRSX	7	91	1	1
GJAS	32	6	53	9
BEXI	42	46	11	1
XZAN	81	18	0	1
AYUR	98	1	0	1
YOVE	72	23	2	3
OFJM	68	20	4	8
VOAJ	42	19	3	36
SRKG	2	79	4	15
LFBI	48	25	3	24
QBES	94	2	1	3
URAD	30	31	7	32
KUHO	26	21	11	42
WLXS	3	21	9	67
AIDF	16	18	12	54
MWQM	85	10	4	1
AJDS	36	3	2	59
KTUF	19	72	7	2
QGZX	26	17	44	13
JWYD	22	77	0	1
YRCK	56	12	26	6
CUZR	16	7	45	32
OJZZ	32	27	34	7
PROP	50	8	28	14
MFPD	6	9	40	45
CSUQ	60	37	1	2
MAGC	14	15	55	16
NYEX	58	4	12	26
ANVB	12	14	44	30
OKNC	98	0	0	2
REIS	46	15	5	34
QIMJ	97	2	0	1
GKGM	0	14	7	79
EZOM	78	20	1	1
QSAE	7	26	56	11
TVED	80	3	6	11
EJSD	26	46	8	20
ZHQZ	96	1	1	2
FUGR	34	16	0	50
QMEX	61	4	17	18
OBJF	95	3	0	2
QWIN	31	40	18	11
KKEC	88	4	4	4
BYLM	93	2	2	3
XNGQ	51	39	4	6
FGUA	68	14	10	8
XXDA	66	13	4	17
CAUS	74	24	0	2
DXTA	37	29	24	10
ICWU	77	4	3	16
DKCF	90	9	0	1
AHLG	94	2	3	1
NLXT	86	13	0	1
JBZH	99	0	0	1
VHFX	20	0	76	4
PRNV	97	1	0	2
QHTL	13	80	5	2
QYAX	25	8	51	16
ICXX	11	51	8	30
AFJT	32	57	9	2
UKXX	59	40	0	1
TFWW	93	5	0	2
IFZY	89	2	2	7
OQYW	75	22	1	2
CJRU	7	86	5	2
ODAR	11	4	49	36
WABE	83	0	11	6
AKUL	66	21	2	11
TZAV	11	9	52	28
WFBW	81	6	9	4
BYHU	13	60	18	9
QXRX	86	12	0	2
ZXJK	30	46	19	5
DZVA	93	6	0	1
VZIA	67	30	2	1
LNQN	93	3	0	4
CIXG	18	46	30	6
IRLN	68	30	1	1
YMUF	76	15	7	2
XJXE	99	0	0	1
JTWJ	16	56	0	28
QXTT	35	11	27	27
IWNZ	98	1	0	1
BWIE	84	5	2	9
ZABF	41	18	38	3
YPDN	26	67	2	5
OALK	47	15	22	16
NJFA	17	4	25	54
WOFI	34	55	7	4
WROY	86	8	2	4
GJMS	6	16	38	40
VWTJ	4	58	17	21
RWEG	25	46	1	28
AYFY	8	58	23	11
IXMP	71	6	5	18
ZSHC	88	9	0	3
RLYH	22	17	12	49
VJSP	95	1	0	4
LHUZ	54	36	4	6
ZHTI	39	12	32	17
DXDJ	78	0	8	14
NGQW	40	29	16	15
NTAT	90	0	5	5
LMCI	3	51	31	15
DFZV	2	53	29	16
MOGE	27	62	10	1
AEDD	30	68	0	2
OTOM	17	9	52	22
KABT	49	35	5	11
BQAJ	94	5	0	1
ETPQ	16	51	13	20
IZFT	55	9	21	15
LKIW	43	54	0	3
OFLU	17	47	35	1
NCTJ	12	37	18	33
ZZWA	49	15	2	34
BWAY	47	41	7	5
GRNN	90	9	0	1
OEWZ	4	39	46	11
WLJL	78	4	8	10
LMVY	64	35	0	1
JKVS	79	8	3	10
LFWF	44	40	6	10
VZAL	88	3	1	8
KQMR	55	5	32	8
EROG	97	0	0	3
TAHG	1	54	19	26
FNFI	49	1	31	19
MVMT	74	8	16	2
TIAG	27	33	10	30
NHZM	59	8	2	31
ZSEW	69	23	1	7
DHIB	9	16	52	23
WCMF	80	5	14	1
RHAT	8	16	51	25
GGWX	83	9	4	4
CHXB	57	31	7	5
BREE	27	40	22	11
EMGU	93	0	2	5
LEDP	57	22	18	3
AMDG	62	6	23	9
UPEG	53	16	19	12
PVOV	61	38	0	1
UQDX	48	10	28	14
DTLZ	21	60	0	19
FBXQ	37	59	1	3
WBOK	73	18	7	2
JOUY	52	39	2	7
VAJD	97	0	1	2
VTGI	57	25	7	11
UQEG	5	61	30	4
PONT	52	40	6	2
FQAR	93	5	0	2
AONK	87	9	0	4
IHCE	8	39	29	24
YQSM	17	30	12	41
LWKL	21	69	6	4
CFQQ	82	0	13	5
BRWE	89	9	0	2
GLPL	42	12	12	34
AIFT	40	9	28	23
SCYQ	87	5	1	7
CLNG	42	45	11	2
ZWHH	50	47	0	3
LVAU	66	12	1	21
WKWK	84	3	4	9
OXNA	46	3	8	43
ZBEZ	42	24	1	33
LYMX	21	27	14	38
HYWF	2	13	18	67
BQVP	55	21	10	14
ZTHB	89	0	4	7
TVUG	95	0	2	3
MKNQ	87	1	3	9
ZRVL	92	7	0	1
KIKW	93	4	1	2
EFWI	31	57	6	6
CBZB	9	72	10	9
GIYR	40	8	51	1
CLPZ	9	46	15	30
NJJA	42	54	1	3
FRIO	23	58	17	2
QVJV	14	32	9	45
AMFN	47	26	2	25
TGJF	32	11	32	25
RPBR	85	3	0	12
RQDE	38	5	26	31
QFDY	13	14	36	37
XEMY	43	12	20	25
KZIX	58	13	27	2
FIEH	12	13	26	49
